"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Study","feature","breaks","stars"
16.4768541601715,-3.40312220344934,1.2073562749152,-2.81865616152809,0.00482251464205232,0.0214601901571328,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","Forbes et al.","Stool","[-4,-3)","**"
24.8759571731999,-6.28456034708115,1.38146762918767,-4.54919117487869,5.38525027265795e-06,0.0397945001641853,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-007","Jacobs et al.","Stool","[-30,-4)","***"
7.87328360254456,-2.26930252038881,1.42242944352085,-1.59537088516092,0.110629322704774,0.196920194414498,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","Forbes et al.","Stool","[-3,-2)",""
174.187315880066,-4.10355057816696,1.15917100409273,-3.54007352123061,0.000400015578453505,0.17162269611197,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","Jacobs et al.","Stool","[-30,-4)","***"
15.7600480281138,-5.68776242877586,1.38666090902948,-4.10176878264831,4.10003872648911e-05,0.0803361797163885,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-011","Jacobs et al.","Stool","[-30,-4)","***"
145.764567431229,-1.98536145449994,1.1952926657152,-1.66098354942387,0.0967167506729464,0.179328975206088,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Forbes et al.","Stool","[-2,-1)",""
9.42350171675862,-5.56166822929026,1.38233718696817,-4.02338031684475,5.73687435281343e-05,0.000839470129215591,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Lloyd-Price et al.","Biopsy","[-30,-4)","***"
31.1553547069094,-2.23051287802043,1.2569491521034,-1.77454503572229,0.0759730396455728,0.12948229253833,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Morgan et al. 2012","Stool","[-3,-2)",""
5.86043296798304,-6.07357267131469,2.4225278248155,-2.5071219447303,0.0121718711069172,0.165147173767175,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Yamada et al.","Stool","[-30,-4)","*"
24.7307396817905,-2.9761114072976,1.24517423559728,-2.3901164368937,0.016843032033444,0.174198399135437,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Lloyd-Price et al.","Biopsy","[-3,-2)","*"
400.018073186261,-2.09798609032857,0.959116676668635,-2.18741488013288,0.0287122508780602,0.0751585390631575,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","Forbes et al.","Stool","[-3,-2)","*"
90.7446815253617,-2.6719121824475,1.42280224665038,-1.87792238080719,0.0603917841869662,0.115247094425014,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","Morgan et al. 2012","Stool","[-3,-2)",""
34.8428822975407,-6.43724007618431,2.37709668450623,-2.70802618931819,0.00676846810619295,0.110667347805004,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","Yamada et al.","Stool","[-30,-4)","**"
4.14986555202136,-19.780037224949,2.88389934062253,-6.85878211708983,6.94500681266012e-12,2.30921476520949e-10,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","Mottawea et al.","Lavage","[-30,-4)","***"
38.6550809001824,5.13368103542063,1.68238326200823,3.05143373174828,0.00227751316270455,0.0306523749571188,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","Halfvarson et al.","Stool","[4,30)","**"
